GEO.id,GEO.id2,GEO.display-label,HC02_EST_VC39,HC02_EST_VC40,HC02_EST_VC41,HC02_EST_VC42,HC02_EST_VC43,HC02_EST_VC46,HC02_EST_VC47,HC02_EST_VC48,HC02_EST_VC49,HC02_EST_VC52,HC02_EST_VC53,HC02_EST_VC56,HC02_EST_VC57
1400000US37085071402,37085071402,"Census Tract 714.02, Harnett County, North Carolina",919,2.5,18.6,56.4,22.5,817,88.1,720,11.9,977,2.8,977,20.6
1400000US37087920101,37087920101,"Census Tract 9201.01, Haywood County, North Carolina",445,5.4,29.4,38.9,26.3,129,47.3,61,60.7,445,12.4,445,38.9
1400000US37087920102,37087920102,"Census Tract 9201.02, Haywood County, North Carolina",382,3.1,44.2,15.4,37.2,226,86.3,195,0,382,3.1,382,9.2
1400000US37087920200,37087920200,"Census Tract 9202, Haywood County, North Carolina",592,4.2,43.6,36.7,15.5,313,78.6,246,0,592,0,592,35.1
1400000US37087920300,37087920300,"Census Tract 9203, Haywood County, North Carolina",344,12.2,36.3,51.5,0,153,90.2,138,9.4,344,0,344,34
1400000US37087920400,37087920400,"Census Tract 9204, Haywood County, North Carolina",164,15.9,48.2,15.2,20.7,95,77.9,74,14.9,164,0,164,28
1400000US37087920500,37087920500,"Census Tract 9205, Haywood County, North Carolina",598,7.4,41.1,29.6,21.9,313,74.4,233,18.9,598,1.8,598,25.1
1400000US37087920600,37087920600,"Census Tract 9206, Haywood County, North Carolina",371,3,35,17.3,44.7,123,76.4,94,0,371,3,371,35.6
1400000US37087920700,37087920700,"Census Tract 9207, Haywood County, North Carolina",396,3,22,34.8,40.2,129,49.6,64,35.9,396,5.8,396,27.5
1400000US37087920800,37087920800,"Census Tract 9208, Haywood County, North Carolina",398,16.1,11.3,29.9,42.7,237,75.5,179,12.8,398,2.3,398,18.8
1400000US37087920900,37087920900,"Census Tract 9209, Haywood County, North Carolina",158,5.7,38,40.5,15.8,73,100,73,23.3,158,13.3,158,38.6
1400000US37087921000,37087921000,"Census Tract 9210, Haywood County, North Carolina",342,15.5,36,35.1,13.5,181,89,161,6.2,338,4.4,338,23.7
1400000US37087921100,37087921100,"Census Tract 9211, Haywood County, North Carolina",397,15.6,31.7,29,23.7,202,59.9,121,5,397,7.3,397,29.2
1400000US37087921200,37087921200,"Census Tract 9212, Haywood County, North Carolina",586,5.5,32.3,48,14.3,274,42.3,116,42.2,586,10.4,586,28.3
1400000US37087921301,37087921301,"Census Tract 9213.01, Haywood County, North Carolina",498,7,39.2,17.5,36.3,249,82.3,205,0,498,1.2,498,21.7
1400000US37087921302,37087921302,"Census Tract 9213.02, Haywood County, North Carolina",467,10.5,46.3,28.5,14.8,167,74.9,125,0,448,6.3,448,28.1
1400000US37087980100,37087980100,"Census Tract 9801, Haywood County, North Carolina",0,-,-,-,-,0,-,0,-,0,-,0,-
1400000US37089930100,37089930100,"Census Tract 9301, Henderson County, North Carolina",252,3.6,27.4,42.1,27,104,75,78,0,252,0,252,26.6
1400000US37089930200,37089930200,"Census Tract 9302, Henderson County, North Carolina",539,16.9,27.8,36.9,18.4,309,66.7,206,24.8,539,10.6,539,31.5
1400000US37089930300,37089930300,"Census Tract 9303, Henderson County, North Carolina",609,21.8,38.8,18.1,21.3,252,84.9,214,7,609,2.3,609,24.6
1400000US37089930401,37089930401,"Census Tract 9304.01, Henderson County, North Carolina",332,8.7,35.2,50.9,5.1,203,55.7,113,32.7,332,0,332,27.1
1400000US37089930402,37089930402,"Census Tract 9304.02, Henderson County, North Carolina",372,20.7,33.1,34.1,12.1,137,43.8,60,0,372,10.2,372,48.4
1400000US37089930501,37089930501,"Census Tract 9305.01, Henderson County, North Carolina",395,6.1,18.2,34.2,41.5,240,50.4,121,0,395,5.1,395,52.4
1400000US37089930502,37089930502,"Census Tract 9305.02, Henderson County, North Carolina",351,2.3,42.7,32.5,22.5,193,51.8,100,20,351,5.4,351,34.5
1400000US37089930600,37089930600,"Census Tract 9306, Henderson County, North Carolina",411,1,9.7,68.4,20.9,343,92.4,317,9.8,399,10.3,399,16
1400000US37089930701,37089930701,"Census Tract 9307.01, Henderson County, North Carolina",434,6,4.6,49.3,40.1,272,83.5,227,0,434,2.1,434,22.8
1400000US37089930702,37089930702,"Census Tract 9307.02, Henderson County, North Carolina",499,0,42.1,36.7,21.2,211,39.8,84,7.1,499,11.4,499,37.5
1400000US37089930703,37089930703,"Census Tract 9307.03, Henderson County, North Carolina",753,5.8,23.1,40,31.1,215,68.4,147,31.3,753,4.5,753,34.8
1400000US37089930800,37089930800,"Census Tract 9308, Henderson County, North Carolina",423,5.9,16.8,40.9,36.4,149,62.4,93,0,410,4.9,410,30.7
1400000US37089930900,37089930900,"Census Tract 9309, Henderson County, North Carolina",412,19.9,19.4,41.3,19.4,233,59.2,138,16.7,412,0,412,37.1
1400000US37089931000,37089931000,"Census Tract 9310, Henderson County, North Carolina",845,4.7,28.9,32.9,33.5,316,95.9,303,0,794,3.5,794,36.6
1400000US37089931100,37089931100,"Census Tract 9311, Henderson County, North Carolina",127,0,36.2,22,41.7,59,79.7,47,0,127,6.3,127,6.3
1400000US37089931200,37089931200,"Census Tract 9312, Henderson County, North Carolina",111,0,38.7,47.7,13.5,78,89.7,70,0,111,7.2,111,27
1400000US37089931300,37089931300,"Census Tract 9313, Henderson County, North Carolina",295,0,18.3,58,23.7,141,52.5,74,27,301,6,301,27.6
1400000US37089931400,37089931400,"Census Tract 9314, Henderson County, North Carolina",217,28.1,16.1,17.1,38.7,106,26.4,28,100,217,12.9,217,31.3
1400000US37089931500,37089931500,"Census Tract 9315, Henderson County, North Carolina",572,4.9,10.1,22.4,62.6,95,87.4,83,0,572,8.7,572,30.1
1400000US37089931600,37089931600,"Census Tract 9316, Henderson County, North Carolina",663,2,32.1,41.2,24.7,245,50.2,123,0,653,0,653,36
1400000US37089931700,37089931700,"Census Tract 9317, Henderson County, North Carolina",439,0.9,8.4,34.6,56,114,81.6,93,17.2,438,7.1,438,21.9
1400000US37089931801,37089931801,"Census Tract 9318.01, Henderson County, North Carolina",476,2.5,12.6,25.8,59,92,63,58,0,476,14.3,476,20.2
1400000US37089931802,37089931802,"Census Tract 9318.02, Henderson County, North Carolina",645,4.7,19.4,43.9,32.1,240,90,216,0,607,3.3,607,24.2
1400000US37089931901,37089931901,"Census Tract 9319.01, Henderson County, North Carolina",535,6.2,5.4,29.7,58.7,245,63.7,156,37.8,535,3.9,535,26.4
1400000US37089931902,37089931902,"Census Tract 9319.02, Henderson County, North Carolina",367,0,20.4,46.9,32.7,60,38.3,23,0,367,0,367,9.5
1400000US37089932000,37089932000,"Census Tract 9320, Henderson County, North Carolina",352,15.9,26.4,25.9,31.8,140,75.7,106,31.1,352,7.4,352,38.4
1400000US37089980100,37089980100,"Census Tract 9801, Henderson County, North Carolina",0,-,-,-,-,0,-,0,-,0,-,0,-
1400000US37091950100,37091950100,"Census Tract 9501, Hertford County, North Carolina",621,8.7,41.4,32.7,17.2,433,84.3,365,18.1,612,5.6,612,30.4
1400000US37091950200,37091950200,"Census Tract 9502, Hertford County, North Carolina",437,15.8,36.2,38.7,9.4,287,36.6,105,18.1,356,25.8,356,46.1
1400000US37091950300,37091950300,"Census Tract 9503, Hertford County, North Carolina",166,0,44,51.8,4.2,132,76.5,101,29.7,186,6.5,186,27.4
1400000US37091950401,37091950401,"Census Tract 9504.01, Hertford County, North Carolina",154,7.8,46.1,25.3,20.8,51,47.1,24,4.2,128,7.8,128,28.9
1400000US37091950402,37091950402,"Census Tract 9504.02, Hertford County, North Carolina",292,16.4,26.4,40.4,16.8,235,70.2,165,9.7,312,15.1,312,37.5
1400000US37093970101,37093970101,"Census Tract 9701.01, Hoke County, North Carolina",847,0,23.5,58.7,17.8,773,66.9,517,2.1,847,5.2,847,17.5
1400000US37093970102,37093970102,"Census Tract 9701.02, Hoke County, North Carolina",1188,2.4,15.9,52.4,29.3,1148,80.4,923,10.4,1203,3.4,1203,13.2
1400000US37093970103,37093970103,"Census Tract 9701.03, Hoke County, North Carolina",891,6.4,15.5,44.7,33.4,778,83.8,652,10.6,891,1,891,22.3
1400000US37093970201,37093970201,"Census Tract 9702.01, Hoke County, North Carolina",473,8.9,33,40.6,17.5,383,66.3,254,28,432,9.3,432,11.3
1400000US37093970202,37093970202,"Census Tract 9702.02, Hoke County, North Carolina",264,7.2,18.6,64.4,9.8,199,73.9,147,33.3,291,5.2,291,20.3
1400000US37093970300,37093970300,"Census Tract 9703, Hoke County, North Carolina",451,15.1,25.5,43.9,15.5,315,56.2,177,0,411,10.5,411,24.1
1400000US37093970401,37093970401,"Census Tract 9704.01, Hoke County, North Carolina",321,2.8,20.2,68.2,8.7,244,74.6,182,6.6,321,12.8,321,33.3
1400000US37093970402,37093970402,"Census Tract 9704.02, Hoke County, North Carolina",134,0,74.6,25.4,0,94,68.1,64,0,152,17.8,152,67.1
1400000US37093980100,37093980100,"Census Tract 9801, Hoke County, North Carolina",0,-,-,-,-,0,-,0,-,0,-,0,-
1400000US37095920100,37095920100,"Census Tract 9201, Hyde County, North Carolina",271,0,18.5,70.8,10.7,145,32.4,47,0,243,8.6,243,13.2
1400000US37095990100,37095990100,"Census Tract 9901, Hyde County, North Carolina",0,-,-,-,-,0,-,0,-,0,-,0,-
1400000US37095990200,37095990200,"Census Tract 9902, Hyde County, North Carolina",0,-,-,-,-,0,-,0,-,0,-,0,-
1400000US37097060100,37097060100,"Census Tract 601, Iredell County, North Carolina",535,4.7,26.4,50.5,18.5,263,94.7,249,12,513,13.5,513,23.8
1400000US37097060200,37097060200,"Census Tract 602, Iredell County, North Carolina",118,11,20.3,68.6,0,98,27.6,27,70.4,118,6.8,118,18.6
1400000US37097060300,37097060300,"Census Tract 603, Iredell County, North Carolina",112,28.6,21.4,27.7,22.3,66,92.4,61,34.4,112,25,112,52.7
1400000US37097060400,37097060400,"Census Tract 604, Iredell County, North Carolina",176,18.8,36.4,34.1,10.8,108,73.1,79,24.1,176,9.7,176,35.2
1400000US37097060500,37097060500,"Census Tract 605, Iredell County, North Carolina",182,15.4,21.4,35.7,27.5,67,49.3,33,18.2,171,17.5,171,18.7
1400000US37097060601,37097060601,"Census Tract 606.01, Iredell County, North Carolina",430,22.1,24,40.2,13.7,219,82.6,181,7.2,410,0,410,14.9
1400000US37097060602,37097060602,"Census Tract 606.02, Iredell County, North Carolina",199,3.5,13.6,17.6,65.3,52,100,52,3.8,199,4,199,22.6
1400000US37097060603,37097060603,"Census Tract 606.03, Iredell County, North Carolina",139,0.7,32.4,66.9,0,54,57.4,31,3.2,139,0.7,139,22.3
1400000US37097060701,37097060701,"Census Tract 607.01, Iredell County, North Carolina",330,8.8,64.2,16.7,10.3,241,39.8,96,10.4,330,3,330,28.8
1400000US37097060702,37097060702,"Census Tract 607.02, Iredell County, North Carolina",378,17.2,35.2,18.5,29.1,230,46.5,107,0,378,8.2,378,38.9
1400000US37097060703,37097060703,"Census Tract 607.03, Iredell County, North Carolina",284,2.8,50.7,38.4,8.1,131,65.6,86,32.6,284,16.2,284,35.9
1400000US37097060801,37097060801,"Census Tract 608.01, Iredell County, North Carolina",200,9,55,23.5,12.5,145,83.4,121,0,214,5.6,214,15.9
1400000US37097060802,37097060802,"Census Tract 608.02, Iredell County, North Carolina",292,9.9,46.9,28.4,14.7,229,42.8,98,0,292,11.6,292,49
1400000US37097060901,37097060901,"Census Tract 609.01, Iredell County, North Carolina",328,3.4,39.6,39,18,180,52.8,95,0,328,0,328,37.5
1400000US37097060902,37097060902,"Census Tract 609.02, Iredell County, North Carolina",320,29.7,39.7,30.6,0,222,78.8,175,0,320,0,320,5
1400000US37097061001,37097061001,"Census Tract 610.01, Iredell County, North Carolina",300,6.3,31,48,14.7,155,63.9,99,0,300,0.3,300,18.3
1400000US37097061002,37097061002,"Census Tract 610.02, Iredell County, North Carolina",236,4.2,39.8,41.5,14.4,141,84.4,119,24.4,236,0,236,9.7
1400000US37097061003,37097061003,"Census Tract 610.03, Iredell County, North Carolina",291,6.9,38.1,38.8,16.2,139,54.7,76,0,291,10.7,291,16.8
1400000US37097061101,37097061101,"Census Tract 611.01, Iredell County, North Carolina",208,2.9,54.3,17.8,25,96,61.5,59,15.3,208,0,208,16.3
1400000US37097061102,37097061102,"Census Tract 611.02, Iredell County, North Carolina",239,32.2,23.4,44.4,0,110,63.6,70,40,239,23.8,239,38.1
1400000US37097061103,37097061103,"Census Tract 611.03, Iredell County, North Carolina",246,14.2,24.4,48.8,12.6,151,72.2,109,0,246,29.3,246,4.5
1400000US37097061104,37097061104,"Census Tract 611.04, Iredell County, North Carolina",117,16.2,53.8,14.5,15.4,43,48.8,21,0,117,15.4,117,59.8
1400000US37097061201,37097061201,"Census Tract 612.01, Iredell County, North Carolina",261,2.7,42.1,33.7,21.5,39,89.7,35,31.4,261,0,261,8.8
1400000US37097061202,37097061202,"Census Tract 612.02, Iredell County, North Carolina",330,0.9,44.5,32.1,22.4,185,76.8,142,2.8,330,1.2,330,34.2
1400000US37097061203,37097061203,"Census Tract 612.03, Iredell County, North Carolina",236,5.1,42.4,28.8,23.7,108,88.9,96,9.4,236,0,236,30.5
1400000US37097061204,37097061204,"Census Tract 612.04, Iredell County, North Carolina",312,4.8,22.1,16.7,56.4,147,59.9,88,0,312,0,312,34.3
1400000US37097061205,37097061205,"Census Tract 612.05, Iredell County, North Carolina",392,1.5,20.2,31.9,46.4,311,80.4,250,33.6,392,27,392,31.1
1400000US37097061301,37097061301,"Census Tract 613.01, Iredell County, North Carolina",187,12.3,28.3,59.4,0,136,86.8,118,0,187,17.1,187,16.6
1400000US37097061302,37097061302,"Census Tract 613.02, Iredell County, North Carolina",249,0,26.5,59.8,13.7,208,78.8,164,12.8,249,0,249,15.7
1400000US37097061303,37097061303,"Census Tract 613.03, Iredell County, North Carolina",177,14.1,7.9,53.7,24.3,121,66.1,80,18.8,177,0,177,21.5
1400000US37097061304,37097061304,"Census Tract 613.04, Iredell County, North Carolina",307,10.4,33.6,49.2,6.8,218,78.4,171,14.6,307,9.1,307,14
1400000US37097061401,37097061401,"Census Tract 614.01, Iredell County, North Carolina",251,33.5,5.6,33.1,27.9,72,44.4,32,0,251,6.4,251,41.4
1400000US37097061402,37097061402,"Census Tract 614.02, Iredell County, North Carolina",261,0,24.9,25.7,49.4,208,92.8,193,4.1,273,0,273,20.5
1400000US37097061403,37097061403,"Census Tract 614.03, Iredell County, North Carolina",177,5.1,19.8,49.2,26,168,100,168,13.7,168,0,168,11.9
1400000US37097061404,37097061404,"Census Tract 614.04, Iredell County, North Carolina",111,28.8,0,36,35.1,55,30.9,17,0,111,0,111,19.8
1400000US37097061405,37097061405,"Census Tract 614.05, Iredell County, North Carolina",241,0,0,69.3,30.7,138,45.7,63,0,241,6.6,241,47.3
1400000US37097061406,37097061406,"Census Tract 614.06, Iredell County, North Carolina",180,0,13.9,34.4,51.7,90,75.6,68,0,180,0,180,21.1
1400000US37097061407,37097061407,"Census Tract 614.07, Iredell County, North Carolina",224,5.8,3.6,55.4,35.3,103,72.8,75,10.7,224,0,224,37.1
1400000US37097061408,37097061408,"Census Tract 614.08, Iredell County, North Carolina",215,7.4,4.7,71.2,16.7,119,38.7,46,0,215,3.7,215,21.9
1400000US37097061501,37097061501,"Census Tract 615.01, Iredell County, North Carolina",240,0,15,75.4,9.6,118,58.5,69,39.1,240,5.8,240,31.7
1400000US37097061502,37097061502,"Census Tract 615.02, Iredell County, North Carolina",197,10.2,21.3,32.5,36,114,63.2,72,0,182,7.7,182,24.2
1400000US37097061503,37097061503,"Census Tract 615.03, Iredell County, North Carolina",427,4,34.9,25.8,35.4,247,86.2,213,0,402,2,402,23.4
1400000US37097061601,37097061601,"Census Tract 616.01, Iredell County, North Carolina",113,8.8,9.7,65.5,15.9,72,75,54,44.4,113,4.4,113,30.1
1400000US37097061602,37097061602,"Census Tract 616.02, Iredell County, North Carolina",399,3.5,28.6,59.6,8.3,340,74.7,254,13.4,399,10.5,399,19.3
1400000US37099940200,37099940200,"Census Tract 9402, Jackson County, North Carolina",488,19.3,35,21.9,23.8,278,65.1,181,9.9,488,19.3,488,30.9
1400000US37099950200,37099950200,"Census Tract 9502, Jackson County, North Carolina",142,8.5,41.5,31.7,18.3,45,53.3,24,37.5,142,7,142,18.3
1400000US37099950300,37099950300,"Census Tract 9503, Jackson County, North Carolina",441,10.4,21.1,46.5,22,203,30.5,62,0,433,5.1,433,52
1400000US37099950400,37099950400,"Census Tract 9504, Jackson County, North Carolina",354,6.8,11.9,47.5,33.9,239,72.8,174,69.5,411,0,411,33.1
1400000US37099950500,37099950500,"Census Tract 9505, Jackson County, North Carolina",658,21.4,22.6,19.6,36.3,320,64.7,207,9.2,658,0,658,36.2
1400000US37099950600,37099950600,"Census Tract 9506, Jackson County, North Carolina",285,21.1,24.2,23.5,31.2,137,65,89,13.5,275,12.4,275,27.6
1400000US37099950700,37099950700,"Census Tract 9507, Jackson County, North Carolina",286,4.5,5.2,63.6,26.6,195,44.1,86,18.6,286,18.9,286,29.4
1400000US37099950800,37099950800,"Census Tract 9508, Jackson County, North Carolina",133,12,12,11.3,64.7,22,36.4,8,0,133,0,133,21.1
1400000US37099950900,37099950900,"Census Tract 9509, Jackson County, North Carolina",292,0,13.4,14.7,71.9,53,0,0,-,292,4.8,292,44.2
1400000US37101040100,37101040100,"Census Tract 401, Johnston County, North Carolina",573,10.1,29.5,45.4,15,415,71.3,296,8.1,573,7.2,573,12.7
1400000US37101040201,37101040201,"Census Tract 402.01, Johnston County, North Carolina",541,17.6,17,50.6,14.8,298,81.9,244,0,541,0,541,30.7
1400000US37101040202,37101040202,"Census Tract 402.02, Johnston County, North Carolina",643,18.2,18.7,51.5,11.7,426,96.7,412,1.9,643,1.2,643,33
1400000US37101040203,37101040203,"Census Tract 402.03, Johnston County, North Carolina",1056,3.6,17.9,39.6,38.9,800,81.3,650,4.9,1056,2.1,1056,25.5
1400000US37101040301,37101040301,"Census Tract 403.01, Johnston County, North Carolina",287,5.2,47,33.8,13.9,174,75.3,131,0,287,17.8,287,28.9
1400000US37101040302,37101040302,"Census Tract 403.02, Johnston County, North Carolina",421,6.2,23,56.3,14.5,357,72.8,260,22.3,453,13,453,20.3
1400000US37101040400,37101040400,"Census Tract 404, Johnston County, North Carolina",356,6.7,30.1,56.7,6.5,226,69,156,12.2,368,2.2,368,23.1
1400000US37101040500,37101040500,"Census Tract 405, Johnston County, North Carolina",529,17,38.6,37.8,6.6,355,80.6,286,11.2,529,3.6,529,18.5
1400000US37101040600,37101040600,"Census Tract 406, Johnston County, North Carolina",251,29.5,27.5,25.9,17.1,79,83.5,66,15.2,251,8.8,251,29.5
1400000US37101040700,37101040700,"Census Tract 407, Johnston County, North Carolina",216,7.4,19.4,35.6,37.5,129,82.2,106,0,205,0,205,42
1400000US37101040800,37101040800,"Census Tract 408, Johnston County, North Carolina",252,3.6,46.4,28.6,21.4,144,29.2,42,42.9,247,34,247,23.9
1400000US37101040901,37101040901,"Census Tract 409.01, Johnston County, North Carolina",669,11.2,27.2,36.8,24.8,528,58,306,0,546,3.3,546,19
1400000US37101040902,37101040902,"Census Tract 409.02, Johnston County, North Carolina",249,0,27.7,66.7,5.6,190,93.2,177,10.2,249,0,249,43
1400000US37101041001,37101041001,"Census Tract 410.01, Johnston County, North Carolina",479,8.4,24.2,52,15.4,378,79.9,302,10.9,473,8.2,473,25.6
1400000US37101041002,37101041002,"Census Tract 410.02, Johnston County, North Carolina",763,4.7,19.3,64.1,11.9,501,80.4,403,2.7,788,16.5,788,21.7
1400000US37101041101,37101041101,"Census Tract 411.01, Johnston County, North Carolina",684,0,30.8,55.3,13.9,468,77.1,361,0,692,4.2,692,14
1400000US37101041102,37101041102,"Census Tract 411.02, Johnston County, North Carolina",728,1.8,25.7,44.2,28.3,567,91.5,519,7.3,728,1,728,4
1400000US37101041103,37101041103,"Census Tract 411.03, Johnston County, North Carolina",981,3.3,29.5,43.6,23.6,694,88,611,14.6,1007,2.9,1007,16.6
1400000US37101041201,37101041201,"Census Tract 412.01, Johnston County, North Carolina",213,6.6,51.6,18.8,23,122,100,122,3.3,217,9.7,217,13.8
1400000US37101041202,37101041202,"Census Tract 412.02, Johnston County, North Carolina",278,3.2,20.9,63.7,12.2,179,77.1,138,24.6,278,14.4,278,25.9
1400000US37101041300,37101041300,"Census Tract 413, Johnston County, North Carolina",518,2.7,25.9,54.4,17,334,70.1,234,46.2,518,19.7,518,35.9
1400000US37101041400,37101041400,"Census Tract 414, Johnston County, North Carolina",436,21.6,22.2,48.4,7.8,286,75.5,216,13.9,436,0,436,19.7
1400000US37101041501,37101041501,"Census Tract 415.01, Johnston County, North Carolina",594,10.3,50.3,17.8,21.5,581,92.6,538,2.8,696,8.3,696,11.1
1400000US37101041502,37101041502,"Census Tract 415.02, Johnston County, North Carolina",431,3.2,26,49.4,21.3,284,87.7,249,0,431,2.6,431,36
1400000US37101041503,37101041503,"Census Tract 415.03, Johnston County, North Carolina",395,3.5,38.7,30.9,26.8,280,88.9,249,32.5,395,10.6,395,14.2
1400000US37103920100,37103920100,"Census Tract 9201, Jones County, North Carolina",404,6.7,27.7,42.1,23.5,237,54.9,130,32.3,404,4.7,404,44.8
1400000US37103920200,37103920200,"Census Tract 9202, Jones County, North Carolina",366,7.4,30.9,49.2,12.6,215,39.1,84,2.4,366,2.7,366,32.8
1400000US37103920300,37103920300,"Census Tract 9203, Jones County, North Carolina",294,24.5,22.4,50.3,2.7,188,81.4,153,0,294,2,294,46.3
1400000US37105030101,37105030101,"Census Tract 301.01, Lee County, North Carolina",193,0,3.1,56,40.9,239,66.9,160,0,251,8.4,251,5.6
1400000US37105030102,37105030102,"Census Tract 301.02, Lee County, North Carolina",608,2.6,31.7,32.7,32.9,369,89.4,330,5.5,623,2.2,623,27.4
1400000US37105030200,37105030200,"Census Tract 302, Lee County, North Carolina",95,40,8.4,31.6,20,86,68.6,59,0,122,0,122,35.2
1400000US37105030300,37105030300,"Census Tract 303, Lee County, North Carolina",194,5.2,34,53.1,7.7,134,26.1,35,14.3,157,35,157,35.7
1400000US37105030401,37105030401,"Census Tract 304.01, Lee County, North Carolina",160,9.4,31.9,29.4,29.4,131,71,93,0,160,13.1,160,19.4
1400000US37105030402,37105030402,"Census Tract 304.02, Lee County, North Carolina",477,13.2,49.3,18.9,18.7,308,52.9,163,37.4,477,12.2,477,48
1400000US37105030501,37105030501,"Census Tract 305.01, Lee County, North Carolina",468,1.1,6.6,49.1,43.2,148,91.2,135,21.5,482,0,482,25.3
1400000US37105030502,37105030502,"Census Tract 305.02, Lee County, North Carolina",159,17.6,14.5,42.8,25.2,57,75.4,43,0,170,5.9,170,23.5
1400000US37105030503,37105030503,"Census Tract 305.03, Lee County, North Carolina",597,2.8,21.3,72.4,3.5,437,81.5,356,19.1,597,1.7,597,16.9
1400000US37105030601,37105030601,"Census Tract 306.01, Lee County, North Carolina",316,0,27.2,30.7,42.1,196,78.6,154,0,316,2.2,316,17.4
1400000US37105030602,37105030602,"Census Tract 306.02, Lee County, North Carolina",529,16.6,25.5,29.9,28,328,63.4,208,9.1,537,5.4,537,25.5
1400000US37105030701,37105030701,"Census Tract 307.01, Lee County, North Carolina",442,2.3,41.6,35.5,20.6,226,69.5,157,23.6,442,11.1,442,11.5
1400000US37105030702,37105030702,"Census Tract 307.02, Lee County, North Carolina",335,9.3,29.6,41.5,19.7,249,76.7,191,4.7,335,3.9,335,17.9
1400000US37107010100,37107010100,"Census Tract 101, Lenoir County, North Carolina",295,2.4,29.2,55.9,12.5,191,85.3,163,0,295,18,295,29.5
1400000US37107010200,37107010200,"Census Tract 102, Lenoir County, North Carolina",233,8.6,42.9,37.3,11.2,141,66,93,0,233,4.7,233,19.7
1400000US37107010300,37107010300,"Census Tract 103, Lenoir County, North Carolina",44,0,59.1,40.9,0,44,56.8,25,36,44,63.6,44,38.6
1400000US37107010400,37107010400,"Census Tract 104, Lenoir County, North Carolina",91,0,29.7,70.3,0,74,43.2,32,15.6,91,25.3,91,16.5
1400000US37107010500,37107010500,"Census Tract 105, Lenoir County, North Carolina",251,18.3,47,27.5,7.2,206,79.1,163,48.5,280,26.4,280,32.5
1400000US37107010600,37107010600,"Census Tract 106, Lenoir County, North Carolina",248,12.1,6.9,58.9,22.2,92,54.3,50,0,241,0,241,15.8
1400000US37107010700,37107010700,"Census Tract 107, Lenoir County, North Carolina",142,0,65.5,34.5,0,88,81.8,72,0,142,6.3,142,26.8
1400000US37107010800,37107010800,"Census Tract 108, Lenoir County, North Carolina",441,3.9,16.8,51.9,27.4,231,78.8,182,7.7,441,3.4,441,43.5
1400000US37107010900,37107010900,"Census Tract 109, Lenoir County, North Carolina",311,0,40.5,42.4,17,204,63.7,130,17.7,311,12.9,311,24.8
1400000US37107011001,37107011001,"Census Tract 110.01, Lenoir County, North Carolina",457,11.4,33.3,37.4,17.9,228,89,203,18.7,466,2.8,466,24.7
1400000US37107011002,37107011002,"Census Tract 110.02, Lenoir County, North Carolina",314,10.5,29.6,50.3,9.6,260,75.8,197,0,314,14.6,314,37.9
1400000US37107011100,37107011100,"Census Tract 111, Lenoir County, North Carolina",547,6.2,28,52.8,13,414,78.7,326,0,547,2.6,547,30.5
1400000US37107011200,37107011200,"Census Tract 112, Lenoir County, North Carolina",415,15.2,28,23.6,33.3,225,70.2,158,0,438,10,438,55.3
1400000US37107011300,37107011300,"Census Tract 113, Lenoir County, North Carolina",244,43.9,31.1,19.3,5.7,82,36.6,30,100,244,17.6,244,47.1
1400000US37107011400,37107011400,"Census Tract 114, Lenoir County, North Carolina",275,7.3,42.5,37.1,13.1,156,62.8,98,11.2,275,0,275,22.2
1400000US37109070100,37109070100,"Census Tract 701, Lincoln County, North Carolina",268,0.7,31,48.9,19.4,132,89.4,118,14.4,263,29.3,263,43.7
1400000US37109070201,37109070201,"Census Tract 702.01, Lincoln County, North Carolina",366,17.2,16.1,44.5,22.1,289,75.1,217,0,360,7.8,360,20.3
1400000US37109070202,37109070202,"Census Tract 702.02, Lincoln County, North Carolina",303,4.6,36,46.9,12.5,157,71.3,112,28.6,311,2.6,311,29.3
1400000US37109070300,37109070300,"Census Tract 703, Lincoln County, North Carolina",324,11.4,23.5,35.8,29.3,101,97,98,18.4,284,0,284,16.2
1400000US37109070400,37109070400,"Census Tract 704, Lincoln County, North Carolina",512,13.9,20.9,57.8,7.4,294,62.6,184,4.9,512,5.7,512,20.1
1400000US37109070500,37109070500,"Census Tract 705, Lincoln County, North Carolina",264,6.1,31.8,41.7,20.5,171,86.5,148,40.5,290,3.8,290,31.4
1400000US37109070600,37109070600,"Census Tract 706, Lincoln County, North Carolina",418,0,48.3,43.5,8.1,281,72.6,204,9.8,418,8.4,418,10.8
1400000US37109070700,37109070700,"Census Tract 707, Lincoln County, North Carolina",213,19.2,46.9,27.7,6.1,119,42.9,51,35.3,222,3.6,222,33.3
1400000US37109070800,37109070800,"Census Tract 708, Lincoln County, North Carolina",404,15.1,33.2,45.3,6.4,177,91.5,162,48.1,404,20.8,404,29
1400000US37109070901,37109070901,"Census Tract 709.01, Lincoln County, North Carolina",269,16.4,36.1,47.6,0,182,74.7,136,33.1,269,13.4,269,27.1
1400000US37109070902,37109070902,"Census Tract 709.02, Lincoln County, North Carolina",489,6.3,36.2,23.7,33.7,240,61.7,148,9.5,489,2.7,489,39.3
1400000US37109071001,37109071001,"Census Tract 710.01, Lincoln County, North Carolina",512,3.1,28.9,61.7,6.3,342,86.3,295,17.6,512,1.8,512,10.4
1400000US37109071002,37109071002,"Census Tract 710.02, Lincoln County, North Carolina",249,8.4,49,36.1,6.4,213,79.8,170,11.8,257,13.6,257,26.5
